gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout
LOC119195211	14	40	7	14	616.44	1232.88	92	1
LOC119195212	10	44	4	9	868.23	1736.46	92	1
LOC119195215	6	12	2	3	301.95	603.9	92	1
LOC119195221	16	40	5	4	515.7900000000001	1031.5800000000002	92	1
LOC119195223	9	32	4	6	425.70000000000005	851.4000000000001	92	1
LOC119195232	58	73	4	9	994.95	1989.9	92	1
LOC119195233	92	90	35	14	1312.0800000000002	2624.1600000000003	92	1
LOC119195236	36	27	26	8	821.7	1643.4	92	1
LOC119195239	15	23	14	10	607.86	1215.72	92	1
LOC119195242	29	17	22	7	504.90000000000003	1009.8000000000001	92	1
LOC119195248	0	6	1	1	214.83	429.66	92	1
LOC119195253	13	29	7	6	353.43	706.86	92	1
LOC119195255	17	11	10	6	316.8	633.6	92	1
LOC119195257	3	8	1	1	183.15	366.3	92	1
LOC119195259	35	56	8	4	642.51	1285.02	92	1
LOC119195262	8	25	6	6	471.24	942.48	92	1
LOC119195267	7	8	3	6	381.15000000000003	762.3000000000001	92	1
LOC119195268	18	23	3	3	244.53	489.06	92	1
LOC119195281	31	18	12	5	332.64000000000004	665.2800000000001	92	1
LOC119195283	163	82	38	17	1632.51	3265.02	92	1
LOC119195286	41	30	47	22	1242.45	2484.9	92	1
LOC119195287	80	53	46	15	1950.3000000000002	3900.6000000000004	92	1
LOC119195289	17	36	17	8	510.84000000000003	1021.6800000000001	92	1
LOC119195291	5	8	2	5	462.33000000000004	924.6600000000001	92	1
LOC119195296	19	9	18	12	328.68	657.36	92	1
LOC119195299	3	2	17	7	321.75	643.5	92	1
LOC119195307	244	182	93	52	3898.6200000000003	7797.240000000001	92	1
LOC119195310	59	23	104	73	1148.0700000000002	2296.1400000000003	92	1
LOC119195312	17	30	4	4	265.32	530.64	92	1
LOC119195317	12	13	2	3	320.76	641.52	92	1
LOC119195318	6	6	0	0	328.68	657.36	92	1
LOC119195319	21	18	13	5	306.90000000000003	613.8000000000001	92	1
LOC119195322	19	12	9	3	643.5	1287	92	1
LOC119195324	5	16	4	3	221.76000000000002	443.52000000000004	92	1
LOC119195327	122	98	36	20	1246.41	2492.82	92	1
LOC119195329	22	11	9	2	220.77	441.54	92	1
LOC119195337	9	35	1	5	404.91	809.82	92	1
LOC119195341	3	41	0	0	342.54	685.08	92	1
LOC119195342	6	3	0	0	119.79	239.58	92	1
LOC119195346	53	65	37	32	1402.8300000000002	2805.6600000000003	92	1
LOC119195348	1	0	93	29	1127.28	2254.56	92	1
LOC119195352	30	46	13	11	956.34	1912.68	92	1
LOC119195354	3	61	9	16	660.99	1321.98	92	1
LOC119195357	19	17	13	9	389.07	778.14	92	1
LOC119195358	11	16	2	1	379.17	758.34	92	1
LOC119195359	13	10	9	8	366.3	732.6	92	1
LOC119195360	16	14	12	4	258.39	516.78	92	1
LOC119195362	0	8	1	2	82.17	164.34	92	1
LOC119195363	1	2	0	3	81.18	162.36	92	1
LOC119195367	48	50	2	3	566.94	1133.88	92	1
LOC119195369	58	74	11	9	759.33	1518.66	92	1
LOC119195376	46	79	7	15	789.0300000000001	1578.0600000000002	92	1
LOC119195377	21	26	5	6	316.8	633.6	92	1
LOC119195384	3	4	0	0	56.43	112.86	92	1
LOC119195386	14	37	14	18	957.33	1914.66	92	1
LOC119195388	21	12	11	3	256.41	512.82	92	1
LOC119195389	5	3	7	3	282.15000000000003	564.3000000000001	92	1
LOC119195390	5	13	1	2	290.07	580.14	92	1
LOC119195392	3	7	7	0	225.72	451.44	92	1
LOC119195400	15	36	6	4	341.55	683.1	92	1
LOC119195401	15	54	12	13	754.38	1508.76	92	1
LOC119195402	25	49	7	13	989.01	1978.02	92	1
LOC119195405	6	35	10	8	459.36	918.72	92	1
LOC119195416	5	18	3	1	144.54000000000002	289.08000000000004	92	1
LOC119195418	17	34	7	6	499.95000000000005	999.9000000000001	92	1
LOC119195421	7	8	4	3	163.35	326.7	92	1
LOC119195422	11	17	9	5	188.10000000000002	376.20000000000005	92	1
LOC119195428	23	80	20	18	1062.27	2124.54	92	1
LOC119195447	8	10	6	4	601.9200000000001	1203.8400000000001	92	1
LOC119195454	11	8	2	2	270.27000000000004	540.5400000000001	92	1
LOC119195456	14	63	3	8	476.19	952.38	92	1
LOC119195466	41	46	13	6	594	1188	92	1
LOC119195467	8	9	11	3	194.04000000000002	388.08000000000004	92	1
LOC119195468	26	17	6	4	328.35	656.7	92	1
LOC119195473	13	5	26	9	403.26	806.52	92	1
LOC119195475	14	14	3	1	508.86	1017.72	92	1
LOC119195479	1	15	4	3	316.8	633.6	92	1
LOC119195484	30	35	35	22	834.57	1669.14	92	1
LOC119195497	41	44	13	11	618.75	1237.5	92	1
LOC119195504	17	24	4	2	436.59000000000003	873.1800000000001	92	1
LOC119195507	2	10	2	1	174.24	348.48	92	1
LOC119195508	216	203	46	37	2792.79	5585.58	92	1
LOC119195509	78	136	25	25	2075.04	4150.08	92	1
LOC119195510	93	66	23	12	989.01	1978.02	92	1
LOC119195512	59	69	30	17	873.1800000000001	1746.3600000000001	92	1
LOC119195515	7	4	0	0	122.76	245.52	92	1
LOC119195516	13	20	3	2	225.72	451.44	92	1
LOC119195520	16	29	4	7	533.61	1067.22	92	1
LOC119195523	0	3	1	2	163.35	326.7	92	1
LOC119195524	18	26	4	1	405.90000000000003	811.8000000000001	92	1
LOC119195525	33	31	4	8	357.39000000000004	714.7800000000001	92	1
LOC119195526	13	20	5	10	387.09000000000003	774.1800000000001	92	1
LOC119195533	4	8	7	3	407.88	815.76	92	1
LOC119195534	65	53	23	13	827.64	1655.28	92	1
LOC119195540	66	140	15	25	1692.24	3384.48	92	1
LOC119195541	6	5	32	14	798.9300000000001	1597.8600000000001	92	1
LOC119195547	36	16	8	6	347.49	694.98	92	1
LOC119195548	4	17	4	2	408.87	817.74	92	1
LOC119195552	89	113	31	19	1597.8600000000001	3195.7200000000003	92	1
LOC119195553	7	6	9	2	609.51	1219.02	92	1
LOC119195555	2	5	4	5	604.5600000000001	1209.1200000000001	92	1
LOC119195562	25	10	15	8	396	792	92	1
LOC119195563	11	8	12	8	407.88	815.76	92	1
LOC119195564	18	20	2	2	384.12	768.24	92	1
LOC119195572	11	29	7	10	495	990	92	1
LOC119195575	61	81	35	43	2065.14	4130.28	92	1
LOC119195598	65	69	27	12	1118.04	2236.08	92	1
LOC119195599	43	61	2	7	605.88	1211.76	92	1
LOC119195602	6	11	0	2	205.92000000000002	411.84000000000003	92	1
LOC119195606	37	80	18	24	1305.8100000000002	2611.6200000000003	92	1
LOC119195607	11	14	5	4	336.6	673.2	92	1
LOC119195608	137	135	29	24	3206.94	6413.88	92	1
LOC119195630	7	4	0	2	252.45000000000002	504.90000000000003	92	1
LOC119195632	9	5	13	8	194.04000000000002	388.08000000000004	92	1
LOC119195634	35	118	13	19	1249.38	2498.76	92	1
LOC119195639	3	43	19	20	791.01	1582.02	92	1
LOC119195644	16	58	29	41	1508.76	3017.52	92	1
LOC119195645	7	35	19	35	1631.52	3263.04	92	1
LOC119195646	6	36	19	29	1598.52	3197.04	92	1
LOC119195655	28	42	9	16	768.24	1536.48	92	1
LOC119195660	3	1	2	1	177.21	354.42	92	1
LOC119195661	8	6	7	6	288.09000000000003	576.1800000000001	92	1
LOC119195667	13	84	59	36	2383.92	4767.84	92	1
LOC119195668	18	57	15	19	1195.92	2391.84	92	1
LOC119195672	14	20	8	10	542.52	1085.04	92	1
LOC119195673	20	13	8	6	460.35	920.7	92	1
LOC119195674	7	11	1	1	233.64000000000001	467.28000000000003	92	1
LOC119195682	7	4	15	4	474.21000000000004	948.4200000000001	92	1
LOC119195688	35	74	24	16	1146.42	2292.84	92	1
LOC119195690	5	1	5	2	170.28	340.56	92	1
LOC119195692	10	8	2	2	153.45000000000002	306.90000000000003	92	1
LOC119195693	16	12	1	2	134.64000000000001	269.28000000000003	92	1
LOC119195697	18	38	9	11	546.48	1092.96	92	1
LOC119195702	8	57	4	9	412.83000000000004	825.6600000000001	92	1
LOC119195703	4	24	2	2	348.48	696.96	92	1
LOC119195705	6	15	11	4	330.66	661.32	92	1
LOC119195711	17	29	0	5	251.46	502.92	92	1
LOC119195712	74	90	15	20	1170.18	2340.36	92	1
LOC119195715	7	9	1	0	106.92	213.84	92	1
LOC119195718	25	52	5	5	567.27	1134.54	92	1
LOC119195720	72	54	58	30	1258.29	2516.58	92	1
LOC119195723	13	36	2	6	490.05	980.1	92	1
LOC119195727	1	8	0	2	188.10000000000002	376.20000000000005	92	1
LOC119195730	4	2	3	1	121.77000000000001	243.54000000000002	92	1
LOC119195734	9	45	3	6	235.62	471.24	92	1
LOC119195740	1	17	1	6	429.66	859.32	92	1
LOC119195746	122	160	22	28	1819.6200000000001	3639.2400000000002	92	1
LOC119195747	41	96	34	41	1902.7800000000002	3805.5600000000004	92	1
LOC119195749	26	76	10	10	1132.56	2265.12	92	1
LOC119195750	5	40	0	7	399.96000000000004	799.9200000000001	92	1
LOC119195755	26	13	15	5	515.7900000000001	1031.5800000000002	92	1
LOC119195760	51	41	20	10	816.09	1632.18	92	1
LOC119195776	10	8	7	7	222.75	445.5	92	1
LOC119195785	11	9	7	2	313.83000000000004	627.6600000000001	92	1
LOC119195791	13	24	4	6	446.49	892.98	92	1
LOC119195792	56	107	12	27	1167.21	2334.42	92	1
LOC119195795	59	70	12	15	952.38	1904.76	92	1
LOC119195796	74	43	13	7	737.5500000000001	1475.1000000000001	92	1
LOC119195801	36	30	6	6	571.23	1142.46	92	1
LOC119195803	40	51	2	2	412.83000000000004	825.6600000000001	92	1
LOC119195808	65	174	29	25	1480.0500000000002	2960.1000000000004	92	1
LOC119195809	10	48	10	9	834.57	1669.14	92	1
LOC119195810	39	69	28	28	1074.15	2148.3	92	1
LOC119195814	9	20	2	3	426.69	853.38	92	1
LOC119195817	5	17	17	9	751.4100000000001	1502.8200000000002	92	1
LOC119195818	4	5	17	12	844.47	1688.94	92	1
LOC119195819	17	13	42	18	840.51	1681.02	92	1
LOC119195830	21	55	15	20	1202.8500000000001	2405.7000000000003	92	1
LOC119195832	2	0	2	0	103.95	207.9	92	1
LOC119195847	6	7	15	13	456.39000000000004	912.7800000000001	92	1
LOC119195848	11	12	14	20	456.39000000000004	912.7800000000001	92	1
LOC119195856	3	32	2	6	464.31	928.62	92	1
LOC119195858	24	39	6	2	305.91	611.82	92	1
LOC119195861	1	4	0	0	299.97	599.94	92	1
LOC119195870	2	3	0	0	195.03	390.06	92	1
LOC119195871	13	27	4	8	300.96000000000004	601.9200000000001	92	1
LOC119195874	0	2	0	0	103.95	207.9	92	1
LOC119195880	2	12	2	3	182.16	364.32	92	1
LOC119195891	61	88	26	31	1593.9	3187.8	92	1
LOC119195902	1	1	24	24	1820.6100000000001	3641.2200000000003	92	1
LOC119195911	2	8	2	4	201.96	403.92	92	1
LOC119195922	43	57	12	7	594	1188	92	1
LOC119195939	4	20	14	5	584.1	1168.2	92	1
LOC119195940	6	11	7	6	252.45000000000002	504.90000000000003	92	1
LOC119195942	18	8	4	3	186.12	372.24	92	1
LOC119195944	18	15	1	2	184.14000000000001	368.28000000000003	92	1
LOC119195946	5	34	2	7	521.73	1043.46	92	1
LOC119195947	1	1	6	2	251.46	502.92	92	1
LOC119195948	19	34	3	6	462.33000000000004	924.6600000000001	92	1
LOC119195954	29	72	6	14	770.22	1540.44	92	1
LOC119195958	4	25	5	8	446.49	892.98	92	1
LOC119195960	2	36	5	5	617.76	1235.52	92	1
LOC119195962	4	8	1	0	194.04000000000002	388.08000000000004	92	1
LOC119195964	21	35	8	4	459.36	918.72	92	1
LOC119195967	2	0	15	2	240.57000000000002	481.14000000000004	92	1
LOC119195972	24	24	9	4	542.19	1084.38	92	1
LOC119195981	0	1	1	0	99	198	92	1
LOC119195986	18	22	10	4	592.02	1184.04	92	1
LOC119195987	20	16	21	17	728.64	1457.28	92	1
LOC119195988	0	10	3	3	182.16	364.32	92	1
LOC119195989	36	44	3	7	817.74	1635.48	92	1
LOC119195993	94	56	29	12	1608.42	3216.84	92	1
LOC119195994	7	3	11	3	310.86	621.72	92	1
LOC119195995	20	14	6	3	1113.75	2227.5	92	1
LOC119195998	3	1	0	0	156.42000000000002	312.84000000000003	92	1
LOC119196002	2	3	5	5	514.8000000000001	1029.6000000000001	92	1
LOC119196009	2	2	37	13	919.71	1839.42	92	1
LOC119196011	42	42	9	19	637.5600000000001	1275.1200000000001	92	1
LOC119196012	5	3	15	4	379.17	758.34	92	1
LOC119196013	8	22	12	7	480.15000000000003	960.3000000000001	92	1
LOC119196021	11	20	0	5	288.09000000000003	576.1800000000001	92	1
LOC119196022	3	1	9	4	332.64000000000004	665.2800000000001	92	1
LOC119196028	73	39	21	20	986.0400000000001	1972.0800000000002	92	1
LOC119196029	54	79	34	32	1491.93	2983.86	92	1
LOC119196030	360	335	70	56	3866.94	7733.88	92	1
LOC119196040	41	46	15	8	661.32	1322.64	92	1
LOC119196042	16	8	18	7	330.66	661.32	92	1
LOC119196043	0	11	2	9	180.18	360.36	92	1
LOC119196044	34	63	17	15	1034.55	2069.1	92	1
LOC119196046	10	18	7	4	485.1	970.2	92	1
LOC119196048	57	88	30	23	1159.29	2318.58	92	1
LOC119196049	13	9	2	1	133.65	267.3	92	1
LOC119196058	63	51	39	28	1490.28	2980.56	92	1
LOC119196059	5	12	9	5	344.19	688.38	92	1
LOC119196071	7	23	1	3	447.48	894.96	92	1
LOC119196089	86	136	26	33	1838.43	3676.86	92	1
LOC119196090	57	26	9	5	716.76	1433.52	92	1
LOC119196095	19	9	3	1	167.31	334.62	92	1
LOC119196097	15	27	6	9	628.98	1257.96	92	1
LOC119196101	49	50	15	16	944.46	1888.92	92	1
LOC119196119	46	75	18	17	1228.92	2457.84	92	1
LOC119196131	17	27	33	13	510.84000000000003	1021.6800000000001	92	1
LOC119196132	16	15	16	12	662.3100000000001	1324.6200000000001	92	1
LOC119196133	122	102	35	19	1655.28	3310.56	92	1
LOC119196137	80	82	16	8	1198.23	2396.46	92	1
LOC119196141	2	20	1	7	351.45	702.9	92	1
LOC119196145	9	10	26	9	560.34	1120.68	92	1
LOC119196146	18	15	21	8	502.59000000000003	1005.1800000000001	92	1
LOC119196147	9	16	2	0	257.40000000000003	514.8000000000001	92	1
LOC119196148	73	81	29	16	1309.77	2619.54	92	1
LOC119196153	15	30	4	3	234.63000000000002	469.26000000000005	92	1
LOC119196159	118	113	38	33	1864.17	3728.34	92	1
LOC119196164	4	4	0	2	99	198	92	1
LOC119196170	24	20	13	5	491.04	982.08	92	1
LOC119196172	9	12	8	1	230.67000000000002	461.34000000000003	92	1
LOC119196180	26	43	11	14	564.3000000000001	1128.6000000000001	92	1
LOC119196181	72	68	20	13	590.0400000000001	1180.0800000000002	92	1
LOC119196183	24	61	6	14	446.49	892.98	92	1
LOC119196187	14	23	0	5	303.93	607.86	92	1
LOC119196189	15	24	9	6	386.1	772.2	92	1
LOC119196192	5	30	4	6	312.84000000000003	625.6800000000001	92	1
LOC119196194	8	30	4	5	555.39	1110.78	92	1
LOC119196196	21	45	3	6	628.65	1257.3	92	1
LOC119196197	2	21	0	6	259.38	518.76	92	1
LOC119196198	3	19	5	3	234.63000000000002	469.26000000000005	92	1
LOC119196199	18	17	12	7	584.1	1168.2	92	1
LOC119196202	16	20	3	6	396	792	92	1
LOC119196203	1	1	12	8	721.71	1443.42	92	1
LOC119196205	12	9	21	12	283.14	566.28	92	1
LOC119196206	39	38	5	6	627.6600000000001	1255.3200000000002	92	1
LOC119196207	18	19	6	6	367.29	734.58	92	1
LOC119196218	0	7	0	1	179.19	358.38	92	1
LOC119196221	42	44	8	8	482.13	964.26	92	1
LOC119196229	6	6	9	4	316.8	633.6	92	1
LOC119196230	16	11	5	0	244.53	489.06	92	1
LOC119196235	28	73	9	9	835.5600000000001	1671.1200000000001	92	1
LOC119196239	6	21	1	0	183.15	366.3	92	1
LOC119196244	124	270	27	47	2880.9	5761.8	92	1
LOC119196255	13	21	4	6	297.99	595.98	92	1
LOC119196256	19	45	3	8	507.87	1015.74	92	1
LOC119196258	63	129	22	23	1803.78	3607.56	92	1
LOC119196266	38	44	16	11	1060.29	2120.58	92	1
LOC119196267	57	50	22	11	798.6	1597.2	92	1
LOC119196268	20	46	6	15	776.1600000000001	1552.3200000000002	92	1
LOC119196269	86	45	49	16	792.99	1585.98	92	1
LOC119196273	47	60	12	10	593.6700000000001	1187.3400000000001	92	1
LOC119196274	5	39	2	5	576.1800000000001	1152.3600000000001	92	1
LOC119196278	23	38	3	11	496.98	993.96	92	1
LOC119196282	23	12	8	1	372.24	744.48	92	1
LOC119196283	17	14	7	4	370.26	740.52	92	1
LOC119196286	5	31	3	6	337.59000000000003	675.1800000000001	92	1
LOC119196289	0	6	5	3	236.61	473.22	92	1
LOC119196290	1	13	1	4	266.31	532.62	92	1
LOC119196294	4	6	2	1	80.19	160.38	92	1
LOC119196295	137	138	34	24	2941.9500000000003	5883.9000000000005	92	1
LOC119196298	21	15	3	1	163.35	326.7	92	1
LOC119196309	1	32	6	6	563.3100000000001	1126.6200000000001	92	1
LOC119196310	6	30	16	7	747.45	1494.9	92	1
LOC119196311	43	32	6	2	417.45000000000005	834.9000000000001	92	1
LOC119196314	16	17	2	4	218.79000000000002	437.58000000000004	92	1
LOC119196319	11	9	6	5	234.63000000000002	469.26000000000005	92	1
LOC119196321	6	17	0	2	206.91	413.82	92	1
LOC119196324	47	22	29	12	538.5600000000001	1077.1200000000001	92	1
LOC119196325	39	41	15	11	468.6	937.2	92	1
LOC119196338	49	73	21	13	1032.57	2065.14	92	1
LOC119196339	11	29	6	2	350.46000000000004	700.9200000000001	92	1
LOC119196343	19	13	20	9	440.55	881.1	92	1
LOC119196346	9	16	7	4	270.93	541.86	92	1
LOC119196348	16	43	17	14	746.46	1492.92	92	1
LOC119196349	19	10	3	2	166.32000000000002	332.64000000000004	92	1
LOC119196366	9	16	19	0	172.26000000000002	344.52000000000004	92	1
LOC119196369	5	13	10	6	284.13	568.26	92	1
LOC119196371	6	4	2	0	52.470000000000006	104.94000000000001	92	1
LOC119196373	5	24	1	5	411.84000000000003	823.6800000000001	92	1
LOC119196375	164	229	35	35	2124.54	4249.08	92	1
LOC119196380	13	25	13	9	384.12	768.24	92	1
LOC119196382	17	16	2	3	188.10000000000002	376.20000000000005	92	1
LOC119196383	14	93	7	14	1076.79	2153.58	92	1
LOC119196389	73	76	12	15	945.45	1890.9	92	1
LOC119196390	3	24	11	8	548.46	1096.92	92	1
LOC119196394	39	35	20	23	1406.79	2813.58	92	1
LOC119196397	40	49	8	2	564.3000000000001	1128.6000000000001	92	1
LOC119196401	14	4	2	2	150.48000000000002	300.96000000000004	92	1
LOC119196409	1	10	0	8	188.10000000000002	376.20000000000005	92	1
LOC119196411	12	20	8	7	407.88	815.76	92	1
LOC119196412	29	202	13	44	2720.52	5441.04	92	1
LOC119196414	207	128	54	30	1933.47	3866.94	92	1
LOC119196417	14	40	5	2	608.85	1217.7	92	1
LOC119196424	1	13	9	5	326.7	653.4	92	1
LOC119196432	17	15	8	4	181.17000000000002	362.34000000000003	92	1
LOC119196438	8	33	4	4	304.92	609.84	92	1
LOC119196439	18	51	1	5	572.22	1144.44	92	1
LOC119196443	71	50	10	8	554.4	1108.8	92	1
LOC119196444	7	16	3	4	248.49	496.98	92	1
LOC119196452	17	40	3	6	304.92	609.84	92	1
LOC119196453	5	18	6	5	417.78000000000003	835.5600000000001	92	1
LOC119196455	134	74	32	20	1361.25	2722.5	92	1
LOC119196459	42	50	10	7	707.85	1415.7	92	1
LOC119196460	28	40	9	8	923.34	1846.68	92	1
LOC119196464	4	38	1	12	434.61	869.22	92	1
LOC119196469	140	124	60	44	2882.88	5765.76	92	1
LOC119196470	1	42	5	7	584.1	1168.2	92	1
LOC119196476	2	18	0	2	224.73000000000002	449.46000000000004	92	1
LOC119196482	11	36	6	13	441.54	883.08	92	1
LOC119196490	23	61	6	9	957.33	1914.66	92	1
LOC119196492	11	58	2	11	583.11	1166.22	92	1
LOC119196493	5	13	5	6	256.41	512.82	92	1
LOC119196494	27	17	13	5	242.55	485.1	92	1
LOC119196508	9	25	6	4	405.90000000000003	811.8000000000001	92	1
LOC119196509	16	54	4	5	511.83000000000004	1023.6600000000001	92	1
LOC119196516	0	2	2	3	119.79	239.58	92	1
LOC119196519	85	108	19	22	1394.91	2789.82	92	1
LOC119196521	3	2	0	0	64.02	128.04	92	1
LOC119196530	35	31	7	7	606.21	1212.42	92	1
LOC119196535	14	37	17	8	1084.05	2168.1	92	1
LOC119196536	26	12	46	17	430.65000000000003	861.3000000000001	92	1
LOC119196537	18	23	2	4	392.04	784.08	92	1
LOC119196539	2	1	0	2	700.59	1401.18	92	1
LOC119196540	41	28	9	3	889.35	1778.7	92	1
LOC119196547	18	24	7	5	490.05	980.1	92	1
LOC119196548	19	58	23	14	1102.8600000000001	2205.7200000000003	92	1
LOC119196558	68	40	13	8	693	1386	92	1
LOC119196560	31	35	8	6	442.53000000000003	885.0600000000001	92	1
LOC119196561	3	11	16	8	556.38	1112.76	92	1
LOC119196567	2	36	3	10	359.37	718.74	92	1
LOC119196570	3	7	2	1	212.85000000000002	425.70000000000005	92	1
LOC119196572	0	3	1	1	140.58	281.16	92	1
LOC119196575	1	0	13	6	291.06	582.12	92	1
LOC119196578	12	9	3	1	178.86	357.72	92	1
LOC119196579	20	19	8	10	600.9300000000001	1201.8600000000001	92	1
LOC119196580	19	32	11	8	458.04	916.08	92	1
LOC119196594	7	53	3	9	693.99	1387.98	92	1
LOC119196597	4	8	1	4	308.88	617.76	92	1
LOC119196608	31	46	15	8	827.64	1655.28	92	1
LOC119196612	33	11	17	2	462.33000000000004	924.6600000000001	92	1
LOC119196615	4	5	0	1	170.28	340.56	92	1
LOC119196617	11	8	7	2	170.28	340.56	92	1
LOC119196618	8	10	2	0	169.29000000000002	338.58000000000004	92	1
LOC119196620	13	11	3	1	107.91000000000001	215.82000000000002	92	1
LOC119196621	5	7	0	0	70.29	140.58	92	1
LOC119196623	3	19	2	4	303.93	607.86	92	1
LOC119196625	1	7	1	1	140.58	281.16	92	1
LOC119196626	22	42	8	5	472.23	944.46	92	1
LOC119196637	8	14	4	3	297	594	92	1
LOC119196638	3	2	9	5	118.80000000000001	237.60000000000002	92	1
LOC119196640	60	47	25	14	815.1	1630.2	92	1
LOC119196656	10	31	8	7	518.1	1036.2	92	1
LOC119196666	18	6	4	1	101.97	203.94	92	1
LOC119196668	12	10	6	5	168.3	336.6	92	1
LOC119196670	32	48	40	19	1125.96	2251.92	92	1
LOC119196671	8	70	13	11	836.5500000000001	1673.1000000000001	92	1
LOC119196678	55	17	16	6	455.40000000000003	910.8000000000001	92	1
LOC119196682	16	20	1	6	323.73	647.46	92	1
LOC119196683	15	22	13	15	953.37	1906.74	92	1
LOC119196696	3	11	0	4	350.46000000000004	700.9200000000001	92	1
LOC119196698	5	4	8	5	242.55	485.1	92	1
LOC119196699	13	11	0	4	232.65	465.3	92	1
LOC119196700	66	140	13	23	1868.13	3736.26	92	1
LOC119196706	40	109	22	13	1274.13	2548.26	92	1
LOC119196707	12	0	11	2	310.86	621.72	92	1
LOC119196708	0	1	1	3	214.17000000000002	428.34000000000003	92	1
LOC119196715	1	2	0	0	81.18	162.36	92	1
LOC119196727	8	21	1	1	268.29	536.58	92	1
LOC119196728	24	33	9	8	567.27	1134.54	92	1
LOC119196729	30	51	11	24	945.45	1890.9	92	1
LOC119196731	39	57	11	12	1081.0800000000002	2162.1600000000003	92	1
LOC119196736	10	11	2	0	357.39000000000004	714.7800000000001	92	1
LOC119196739	5	4	1	1	154.44	308.88	92	1
LOC119196740	7	2	1	2	125.73	251.46	92	1
LOC119196742	14	26	6	5	441.54	883.08	92	1
LOC119196746	40	39	4	8	529.65	1059.3	92	1
LOC119196747	3	25	1	0	371.25	742.5	92	1
LOC119196798	0	2	0	1	116.82000000000001	233.64000000000001	92	1
LOC119196856	28	53	5	9	714.7800000000001	1429.5600000000002	92	1
LOC119196883	4	20	0	2	273.24	546.48	92	1
LOC119196929	14	20	13	2	321.75	643.5	92	1
LOC119196930	8	12	3	3	335.94	671.88	92	1
LOC119196932	22	34	7	4	526.6800000000001	1053.3600000000001	92	1
LOC119196935	2	15	2	4	280.17	560.34	92	1
LOC119196938	7	5	18	17	457.38	914.76	92	1
LOC119196940	36	38	15	10	565.2900000000001	1130.5800000000002	92	1
LOC119196941	24	22	5	5	278.19	556.38	92	1
LOC119196945	7	4	3	1	282.48	564.96	92	1
LOC119196949	19	43	11	4	600.9300000000001	1201.8600000000001	92	1
LOC119196953	0	11	1	6	211.86	423.72	92	1
LOC119196959	93	32	90	32	902.88	1805.76	92	1
LOC119196960	0	43	10	9	827.3100000000001	1654.6200000000001	92	1
LOC119196962	95	38	65	22	810.8100000000001	1621.6200000000001	92	1
LOC119196966	33	28	9	10	327.69	655.38	92	1
LOC119196967	8	14	10	4	317.79	635.58	92	1
LOC119196968	3	2	5	1	289.08000000000004	578.1600000000001	92	1
LOC119196972	4	3	3	1	92.07000000000001	184.14000000000001	92	1
LOC119196976	9	27	11	3	470.25	940.5	92	1
LOC119196984	1	6	0	1	294.03000000000003	588.0600000000001	92	1
LOC119196990	40	12	64	21	797.2800000000001	1594.5600000000002	92	1
LOC119196991	3	0	42	17	796.2900000000001	1592.5800000000002	92	1
LOC119196992	19	50	9	8	785.07	1570.14	92	1
LOC119196993	42	12	43	17	543.51	1087.02	92	1
LOC119196994	3	4	22	15	366.3	732.6	92	1
LOC119196995	17	6	35	7	459.36	918.72	92	1
LOC119196996	13	5	44	22	415.8	831.6	92	1
LOC119197003	2	3	3	1	153.45000000000002	306.90000000000003	92	1
LOC119197004	2	8	1	6	132.66	265.32	92	1
LOC119197006	32	71	16	19	1372.14	2744.28	92	1
LOC119197008	15	42	9	6	566.28	1132.56	92	1
LOC119197009	20	31	8	7	482.13	964.26	92	1
LOC119197013	35	24	4	4	368.28000000000003	736.5600000000001	92	1
LOC119197014	9	6	15	3	281.16	562.32	92	1
LOC119197017	26	34	10	2	697.95	1395.9	92	1
LOC119197018	17	59	7	10	518.76	1037.52	92	1
LOC119197019	9	26	2	6	359.37	718.74	92	1
LOC119197028	17	20	2	1	245.52	491.04	92	1
LOC119197029	25	21	3	5	282.15000000000003	564.3000000000001	92	1
LOC119197032	2	0	0	0	138.93	277.86	92	1
LOC119197033	6	23	0	0	240.57000000000002	481.14000000000004	92	1
LOC119197035	23	43	9	12	580.14	1160.28	92	1
LOC119197040	171	182	39	41	1998.8100000000002	3997.6200000000003	92	1
LOC119197045	3	1	4	1	290.07	580.14	92	1
LOC119197050	19	11	18	14	354.42	708.84	92	1
LOC119197054	18	21	5	3	321.75	643.5	92	1
LOC119197057	11	30	6	6	551.1	1102.2	92	1
LOC119197059	0	6	0	1	234.3	468.6	92	1
LOC119197064	7	7	1	0	99	198	92	1
LOC119197069	41	49	7	7	507.87	1015.74	92	1
LOC119197070	24	31	7	3	419.76000000000005	839.5200000000001	92	1
LOC119197071	20	11	3	1	225.72	451.44	92	1
LOC119197075	39	34	11	8	754.38	1508.76	92	1
LOC119197078	9	5	3	1	130.68	261.36	92	1
LOC119197079	11	7	8	3	153.45000000000002	306.90000000000003	92	1
LOC119197082	38	78	23	24	1123.3200000000002	2246.6400000000003	92	1
LOC119197084	18	5	28	9	554.4	1108.8	92	1
LOC119197086	30	85	24	37	1886.94	3773.88	92	1
LOC119197087	8	2	9	3	354.42	708.84	92	1
LOC119197091	8	23	2	2	335.61	671.22	92	1
LOC119197092	254	435	64	89	5568.09	11136.18	92	1
LOC119197096	77	34	25	15	390.06	780.12	92	1
LOC119197099	1	0	7	8	263.34000000000003	526.6800000000001	92	1
