gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout
clic2	2	13	0	0	242.55	485.1	95	1
clic3	12	22	0	0	237.60000000000002	475.20000000000005	95	1
clic4	4	7	0	0	250.47	500.94	95	1
clic5a	32	36	10	6	413.82	827.64	95	1
clic5b	21	11	4	5	420.75	841.5	95	1
clint1a	23	42	7	6	600.9300000000001	1201.8600000000001	95	1
clip1a	107	170	28	29	2186.9100000000003	4373.820000000001	95	1
clip1b	35	33	21	9	909.8100000000001	1819.6200000000001	95	1
clip2	27	59	11	17	1240.47	2480.94	95	1
clip3	7	40	5	5	635.58	1271.16	95	1
clk2a	8	32	2	5	522.72	1045.44	95	1
clk2b	12	29	1	5	391.05	782.1	95	1
clmn	64	72	16	13	1135.53	2271.06	95	1
clmpb	2	34	2	11	381.15000000000003	762.3000000000001	95	1
cln3	18	18	0	0	439.56	879.12	95	1
cln5	10	21	2	2	327.69	655.38	95	1
cln6a	12	29	0	0	301.95	603.9	95	1
cln8	17	26	6	4	369.27000000000004	738.5400000000001	95	1
clns1a	1	17	1	3	246.51000000000002	493.02000000000004	95	1
clockb	8	46	1	8	894.96	1789.92	95	1
clp1	1	51	1	6	437.58000000000004	875.1600000000001	95	1
clpb	18	40	5	8	677.1600000000001	1354.3200000000002	95	1
clptm1	6	51	1	8	630.63	1261.26	95	1
clptm1l	11	41	2	9	547.47	1094.94	95	1
clpxb	15	41	2	7	618.75	1237.5	95	1
clrn1	10	24	2	2	246.51000000000002	493.02000000000004	95	1
clrn2	8	15	0	1	231.66000000000003	463.32000000000005	95	1
clstn1	9	60	2	7	972.1800000000001	1944.3600000000001	95	1
clstn2	17	48	4	8	941.49	1882.98	95	1
clstn3	13	81	5	10	950.4000000000001	1900.8000000000002	95	1
clta	3	13	0	4	230.67000000000002	461.34000000000003	95	1
cltb	12	18	4	2	221.76000000000002	443.52000000000004	95	1
cltca	4	118	1	16	1663.2	3326.4	95	1
cltcl1	29	166	7	15	1669.14	3338.28	95	1
cltrn	7	1	6	1	216.81	433.62	95	1
clu	10	20	4	2	448.47	896.94	95	1
cluap1	19	27	10	4	416.79	833.58	95	1
cluha	32	108	11	9	1381.05	2762.1	95	1
clul1	27	20	7	5	459.36	918.72	95	1
clvs2	1	12	1	7	324.72	649.44	95	1
clybl	19	35	4	9	371.25	742.5	95	1
cmah	34	41	9	12	589.0500000000001	1178.1000000000001	95	1
cmasa	12	14	11	5	427.68	855.36	95	1
cmbl	19	18	3	4	244.53	489.06	95	1
cmc2	3	2	0	0	90.42	180.84	95	1
cmc4	8	6	0	0	72.27000000000001	144.54000000000002	95	1
cmklr1	42	31	12	8	341.55	683.1	95	1
cmpk	1	16	0	2	226.71	453.42	95	1
cmpk2	13	26	3	5	415.8	831.6	95	1
cmss1	11	13	2	2	282.15000000000003	564.3000000000001	95	1
cmtm3	7	9	0	0	171.27	342.54	95	1
cmtm4	9	26	0	0	206.91	413.82	95	1
cmtm6	6	4	6	1	189.09	378.18	95	1
cmtm7	3	8	3	0	160.38	320.76	95	1
cmtr1	7	49	3	3	818.73	1637.46	95	1
cmtr2	80	78	0	0	784.08	1568.16	95	1
cmya5	133	144	24	14	1673.1000000000001	3346.2000000000003	95	1
cnbpa	0	3	0	0	173.25	346.5	95	1
cndp2	7	32	3	6	470.25	940.5	95	1
cnep1r1	0	7	0	0	124.74000000000001	249.48000000000002	95	1
cnfn	8	11	1	1	115.83000000000001	231.66000000000003	95	1
cnga1a	24	43	5	5	740.52	1481.04	95	1
cnga1b	14	45	15	20	623.7	1247.4	95	1
cnga2b	13	55	4	7	688.0500000000001	1376.1000000000001	95	1
cnga3a	20	63	6	5	723.69	1447.38	95	1
cnga4	17	42	12	2	685.08	1370.16	95	1
cngb1a	53	67	0	0	1156.3200000000002	2312.6400000000003	95	1
cngb3.1	26	66	6	12	736.5600000000001	1473.1200000000001	95	1
cnih1	0	3	0	1	159.39000000000001	318.78000000000003	95	1
cnih2	2	11	1	0	172.59	345.18	95	1
cnih3	0	5	0	1	159.39000000000001	318.78000000000003	95	1
cnih4	3	4	0	0	138.6	277.2	95	1
cnksr1	43	42	6	4	815.4300000000001	1630.8600000000001	95	1
cnksr2a	10	51	14	13	1004.85	2009.7	95	1
cnksr3	18	17	13	6	542.52	1085.04	95	1
cnmd	22	40	4	5	339.57	679.14	95	1
cnn1b	5	13	0	0	295.02000000000004	590.0400000000001	95	1
cnn2	8	25	3	6	313.83000000000004	627.6600000000001	95	1
cnn3a	5	20	4	5	326.7	653.4	95	1
cnnm2b	5	56	1	6	847.44	1694.88	95	1
cnot1	16	190	6	37	2365.11	4730.22	95	1
cnot10	8	56	5	7	719.73	1439.46	95	1
cnot11	3	25	1	2	441.54	883.08	95	1
cnot2	4	35	13	2	526.6800000000001	1053.3600000000001	95	1
cnot3a	28	64	3	7	896.94	1793.88	95	1
cnot3b	14	55	15	15	963.6	1927.2	95	1
cnot4a	20	51	18	14	800.9100000000001	1601.8200000000002	95	1
cnot6a	5	24	1	3	554.4	1108.8	95	1
cnot6l	5	22	22	14	544.5	1089	95	1
cnot7	10	20	4	4	420.75	841.5	95	1
cnot8	1	9	2	2	283.14	566.28	95	1
cnot9	9	26	1	2	330.66	661.32	95	1
cnppd1	19	28	1	3	428.67	857.34	95	1
cnpy1	3	7	3	1	183.15	366.3	95	1
cnpy2	3	7	2	2	177.21	354.42	95	1
cnpy3	1	4	7	0	279.18	558.36	95	1
cnpy4	1	8	2	8	218.79000000000002	437.58000000000004	95	1
cnr1	8	56	0	2	463.32000000000005	926.6400000000001	95	1
cnr2	31	50	3	5	389.07	778.14	95	1
cnrip1a	2	4	4	2	161.37	322.74	95	1
cnrip1b	4	8	3	2	161.37	322.74	95	1
cnsta	41	25	0	0	813.45	1626.9	95	1
cnstb	22	11	3	5	385.11	770.22	95	1
cntd1	34	18	7	3	344.85	689.7	95	1
cntfr	4	27	8	1	365.64000000000004	731.2800000000001	95	1
cntln	56	58	13	13	1300.8600000000001	2601.7200000000003	95	1
cntn1b	19	100	4	14	1035.54	2071.08	95	1
cntn2	16	62	8	11	1030.5900000000001	2061.1800000000003	95	1
cntn3a.1	16	79	8	6	1035.21	2070.42	95	1
cntn3a.2	15	62	2	10	1016.73	2033.46	95	1
cntn3b	28	90	12	11	1016.73	2033.46	95	1
cntn4	22	105	8	19	1018.71	2037.42	95	1
cntn5	29	56	12	10	1083.06	2166.12	95	1
cntnap1	17	137	4	10	1295.91	2591.82	95	1
cntnap2a	30	103	4	12	1328.5800000000002	2657.1600000000003	95	1
cntnap2b	28	112	9	16	1301.8500000000001	2603.7000000000003	95	1
cntnap5a	62	67	17	12	1311.75	2623.5	95	1
coasy	24	54	6	7	560.34	1120.68	95	1
cobl	119	91	24	15	1493.91	2987.82	95	1
cobll1a	47	33	17	3	690.0300000000001	1380.0600000000002	95	1
cobll1b	61	72	18	18	1011.7800000000001	2023.5600000000002	95	1
coch	16	17	3	4	548.46	1096.92	95	1
cog1	44	65	8	16	980.1	1960.2	95	1
cog2	20	57	5	8	722.7	1445.4	95	1
cog3	9	57	3	7	817.74	1635.48	95	1
cog4	9	49	0	0	766.26	1532.52	95	1
cog5	11	59	5	7	807.84	1615.68	95	1
cog6	11	39	2	2	645.48	1290.96	95	1
cog7	13	65	9	7	762.3000000000001	1524.6000000000001	95	1
cog8	12	37	0	0	580.14	1160.28	95	1
coil	13	28	0	0	518.76	1037.52	95	1
col10a1a	30	41	6	7	648.45	1296.9	95	1
col10a1b	34	58	4	7	651.4200000000001	1302.8400000000001	95	1
col11a1a	30	85	12	11	1790.91	3581.82	95	1
col11a2	38	104	18	39	1817.64	3635.28	95	1
col12a1b	143	167	99	89	3613.5	7227	95	1
col13a1	20	23	0	1	568.26	1136.52	95	1
col14a1a	55	87	24	21	1758.24	3516.48	95	1
col15a1b	76	60	12	13	1387.3200000000002	2774.6400000000003	95	1
col16a1	72	89	14	16	1577.0700000000002	3154.1400000000003	95	1
col17a1a	81	87	61	39	1343.43	2686.86	95	1
col18a1a	53	81	25	25	1444.74	2889.48	95	1
col1a1a	47	85	0	0	1433.52	2867.04	95	1
col1a1b	80	92	12	11	1428.5700000000002	2857.1400000000003	95	1
col1a2	67	83	15	8	1339.47	2678.94	95	1
col21a1	38	68	6	11	954.36	1908.72	95	1
col22a1	27	116	11	15	1617.66	3235.32	95	1
col27a1a	30	79	22	28	1748.3400000000001	3496.6800000000003	95	1
col27a1b	35	51	24	18	1611.72	3223.44	95	1
col28a1a	54	43	12	14	1177.1100000000001	2354.2200000000003	95	1
col28a2a	41	90	6	11	1220.67	2441.34	95	1
col2a1a	30	95	12	20	1474.1100000000001	2948.2200000000003	95	1
col2a1b	18	88	3	7	1476.0900000000001	2952.1800000000003	95	1
col4a1	72	102	24	15	1620.63	3241.26	95	1
col4a2	99	113	26	32	1655.28	3310.56	95	1
col4a3	87	67	24	23	1642.41	3284.82	95	1
col4a4	97	84	19	10	1653.3000000000002	3306.6000000000004	95	1
col4a5	60	106	15	15	1669.14	3338.28	95	1
col4a6	44	64	24	27	1691.91	3383.82	95	1
col5a1	26	100	15	20	2064.15	4128.3	95	1
col5a2a	44	105	5	8	1480.0500000000002	2960.1000000000004	95	1
col5a2b	73	139	12	12	1565.19	3130.38	95	1
col5a3a	73	101	18	20	1838.43	3676.86	95	1
col6a1	46	57	18	12	1001.88	2003.76	95	1
col6a2	83	55	22	8	1098.5700000000002	2197.1400000000003	95	1
col6a3	110	147	24	21	2066.13	4132.26	95	1
col7a1	131	237	23	34	3050.19	6100.38	95	1
col7a1l	89	157	25	30	2151.27	4302.54	95	1
col8a1b	44	77	4	8	735.57	1471.14	95	1
col8a2	15	63	3	5	677.1600000000001	1354.3200000000002	95	1
col9a1a	20	33	8	5	681.12	1362.24	95	1
col9a2	14	38	4	5	685.08	1370.16	95	1
colec10	25	13	8	3	276.21000000000004	552.4200000000001	95	1
colec11	7	18	0	0	272.25	544.5	95	1
colgalt1a	20	46	8	7	604.89	1209.78	95	1
colgalt2	11	44	7	6	609.84	1219.68	95	1
colq	16	35	9	6	447.48	894.96	95	1
commd1	5	3	7	3	191.07000000000002	382.14000000000004	95	1
commd10	5	14	1	4	197.01000000000002	394.02000000000004	95	1
commd2	7	15	4	4	201.96	403.92	95	1
commd3	3	11	4	5	192.06	384.12	95	1
commd4	6	24	1	3	198	396	95	1
commd5	5	12	3	1	209.88000000000002	419.76000000000005	95	1
commd6	6	15	3	2	198	396	95	1
commd7	6	9	0	1	204.93	409.86	95	1
commd8	16	12	2	1	175.23000000000002	350.46000000000004	95	1
commd9	11	4	4	2	212.85000000000002	425.70000000000005	95	1
comtb	15	19	4	2	325.71000000000004	651.4200000000001	95	1
comtd1	11	17	4	1	244.53	489.06	95	1
copa	6	93	6	17	1210.77	2421.54	95	1
copb1	2	63	0	0	944.46	1888.92	95	1
copb2	18	77	1	9	923.6700000000001	1847.3400000000001	95	1
cope	2	9	0	3	299.97	599.94	95	1
copg2	5	55	4	11	865.26	1730.52	95	1
cops2	0	33	0	0	442.53000000000003	885.0600000000001	95	1
cops3	3	15	1	0	419.76000000000005	839.5200000000001	95	1
cops4	1	23	2	4	409.86	819.72	95	1
cops5	2	21	1	0	331.65000000000003	663.3000000000001	95	1
cops6	2	31	2	9	313.83000000000004	627.6600000000001	95	1
cops7a	0	12	1	2	266.31	532.62	95	1
cops8	1	9	3	5	198	396	95	1
copz1	0	10	1	3	176.22	352.44	95	1
copz2	6	12	0	0	192.06	384.12	95	1
coq10b	8	15	3	2	236.61	473.22	95	1
coq2	17	22	8	7	384.12	768.24	95	1
coq3	12	21	6	4	319.77000000000004	639.5400000000001	95	1
coq4	11	14	0	3	276.21000000000004	552.4200000000001	95	1
coq5	19	32	3	2	330.66	661.32	95	1
coq6	13	36	7	7	478.17	956.34	95	1
coq7	4	18	3	3	219.78	439.56	95	1
coq8aa	11	20	4	5	663.63	1327.26	95	1
coq8ab	30	44	6	7	592.02	1184.04	95	1
coq8b	13	30	9	7	621.72	1243.44	95	1
coq9	15	30	3	1	351.45	702.9	95	1
corin	14	51	22	21	1103.8500000000001	2207.7000000000003	95	1
coro1a	4	36	4	3	452.43	904.86	95	1
coro1b	6	48	3	2	493.02000000000004	986.0400000000001	95	1
coro1ca	11	30	0	3	472.23	944.46	95	1
coro1cb	11	45	4	16	528.66	1057.32	95	1
coro2a	28	23	4	6	517.77	1035.54	95	1
coro2ba	6	35	0	0	482.13	964.26	95	1
coro6	12	33	7	3	506.88	1013.76	95	1
cort	3	4	0	0	109.89	219.78	95	1
cotl1	0	3	1	2	141.57	283.14	95	1
cpa4	17	23	4	5	415.8	831.6	95	1
cpa6	8	29	4	4	443.52000000000004	887.0400000000001	95	1
cpamd8	38	137	22	25	1858.23	3716.46	95	1
cpb1	26	24	3	2	411.84000000000003	823.6800000000001	95	1
cpb2	24	28	3	5	428.67	857.34	95	1
cpda	93	87	13	17	1329.5700000000002	2659.1400000000003	95	1
cpe	6	31	2	6	526.6800000000001	1053.3600000000001	95	1
cpeb1b	14	21	0	0	585.09	1170.18	95	1
cpeb2	8	23	5	8	731.61	1463.22	95	1
cpeb3	18	40	6	7	712.8000000000001	1425.6000000000001	95	1
cpeb4b	5	44	2	2	747.45	1494.9	95	1
cped1	31	38	14	12	937.5300000000001	1875.0600000000002	95	1
cplane1	190	205	48	41	3174.9300000000003	6349.860000000001	95	1
cplane2	6	17	2	3	246.51000000000002	493.02000000000004	95	1
cplx2l	1	10	0	1	132.66	265.32	95	1
cplx3b	0	5	5	1	155.43	310.86	95	1
cplx4a	0	9	0	1	158.4	316.8	95	1
cpm	20	18	6	5	456.39000000000004	912.7800000000001	95	1
cpn1	9	31	2	4	456.39000000000004	912.7800000000001	95	1
cpne1	28	32	9	6	531.63	1063.26	95	1
cpne2	8	54	4	5	542.52	1085.04	95	1
cpne4a	11	29	13	8	597.96	1195.92	95	1
cpne4b	0	20	2	3	548.46	1096.92	95	1
cpne5a	2	8	0	1	139.59	279.18	95	1
cpne5b	1	39	0	2	572.22	1144.44	95	1
cpne7	4	41	0	0	558.36	1116.72	95	1
cpo	28	16	3	4	356.40000000000003	712.8000000000001	95	1
cpox	10	15	3	2	363.33000000000004	726.6600000000001	95	1
cpped1	14	21	4	3	313.83000000000004	627.6600000000001	95	1
cps1	34	112	5	18	1485.99	2971.98	95	1
cpsf1	24	126	21	26	1471.14	2942.28	95	1
cpsf2	9	58	2	12	780.12	1560.24	95	1
cpsf3	3	33	8	10	680.13	1360.26	95	1
cpsf4	5	17	0	2	264.33	528.66	95	1
cpsf6	2	38	8	13	588.0600000000001	1176.1200000000001	95	1
cpt1a2b	19	64	0	0	781.11	1562.22	95	1
cpt1ab	22	48	1	5	793.32	1586.64	95	1
cpt1b	20	67	4	4	776.1600000000001	1552.3200000000002	95	1
cpt2	25	72	8	11	664.2900000000001	1328.5800000000002	95	1
cpvl	45	55	4	8	475.20000000000005	950.4000000000001	95	1
cpxm1a	36	63	12	5	701.9100000000001	1403.8200000000002	95	1
cpxm2	15	37	7	7	760.6500000000001	1521.3000000000002	95	1
cpz	26	62	9	8	660.33	1320.66	95	1
crabp1a	2	4	3	2	136.62	273.24	95	1
crabp2a	3	6	1	1	141.57	283.14	95	1
crabp2b	11	8	1	3	224.73000000000002	449.46000000000004	95	1
cracd	65	65	16	2	972.1800000000001	1944.3600000000001	95	1
cracdla	90	74	32	13	986.0400000000001	1972.0800000000002	95	1
cracr2aa	30	45	4	4	716.76	1433.52	95	1
cracr2ab	32	41	8	12	842.49	1684.98	95	1
cracr2b	30	32	7	0	645.48	1290.96	95	1
cradd	20	16	6	2	207.9	415.8	95	1
cramp1	44	94	7	9	1183.05	2366.1	95	1
crata	19	43	2	5	631.62	1263.24	95	1
cratb	9	44	3	7	616.77	1233.54	95	1
crb1	65	113	12	15	1307.79	2615.58	95	1
crb2a	71	139	13	15	1456.29	2912.58	95	1
crb2b	83	106	20	17	1450.3500000000001	2900.7000000000003	95	1
crb3a	8	5	1	5	141.57	283.14	95	1
crbn	6	22	2	7	446.49	892.98	95	1
creb1b	4	18	1	0	324.72	649.44	95	1
creb3l1	10	26	6	7	503.91	1007.82	95	1
creb3l2	1	12	8	6	543.51	1087.02	95	1
creb3l3a	23	24	8	8	431.64000000000004	863.2800000000001	95	1
creb3l3b	14	14	3	2	360.36	720.72	95	1
creb3l3l	23	45	7	7	488.07000000000005	976.1400000000001	95	1
creb3l4	12	14	3	3	386.1	772.2	95	1
creb5a	14	41	4	6	505.89000000000004	1011.7800000000001	95	1
creb5b	6	25	1	6	515.7900000000001	1031.5800000000002	95	1
crebbpa	68	150	17	23	2385.9	4771.8	95	1
crebbpb	59	143	20	27	2461.1400000000003	4922.280000000001	95	1
crebl2	2	4	4	2	190.08	380.16	95	1
crebrf	29	54	6	16	732.6	1465.2	95	1
creg1	5	7	2	0	205.92000000000002	411.84000000000003	95	1
creg2	10	27	1	0	277.53000000000003	555.0600000000001	95	1
creld2	14	21	3	2	359.37	718.74	95	1
crema	2	4	1	2	324.06	648.12	95	1
crfb16	9	2	2	0	294.03000000000003	588.0600000000001	95	1
crhb	3	8	2	3	176.22	352.44	95	1
crim1	46	69	10	17	928.62	1857.24	95	1
crip1	0	7	1	0	77.22	154.44	95	1
crip2	3	12	0	0	203.94	407.88	95	1
cript	0	5	0	1	100.98	201.96	95	1
crispld1a	8	38	6	3	514.8000000000001	1029.6000000000001	95	1
crispld2	20	23	0	0	516.78	1033.56	95	1
crk	6	13	8	7	306.90000000000003	613.8000000000001	95	1
crkl	9	41	2	5	322.74	645.48	95	1
crlf1a	8	11	4	1	393.36	786.72	95	1
crlf1b	9	19	7	1	445.5	891	95	1
crlf3	11	32	4	5	441.54	883.08	95	1
crls1	6	9	5	2	322.74	645.48	95	1
crmp1	20	46	3	5	671.22	1342.44	95	1
crnkl1	20	35	12	12	733.59	1467.18	95	1
crocc2	154	132	19	16	1929.51	3859.02	95	1
crot	5	15	4	1	451.77000000000004	903.5400000000001	95	1
crp1	15	21	4	5	253.44	506.88	95	1
crppa	7	9	21	7	458.04	916.08	95	1
crsp7	24	44	4	8	613.8000000000001	1227.6000000000001	95	1
crtac1a	21	78	3	10	553.4100000000001	1106.8200000000002	95	1
crtac1b	7	48	6	14	629.64	1259.28	95	1
crtc1a	12	30	2	8	579.15	1158.3	95	1
crtc1b	14	32	3	4	485.76000000000005	971.5200000000001	95	1
crtc3	3	12	0	0	677.1600000000001	1354.3200000000002	95	1
cry-dash	11	42	4	6	516.78	1033.56	95	1
cry1b	15	40	3	4	567.27	1134.54	95	1
cry2	21	32	4	2	681.12	1362.24	95	1
cry5	30	44	0	0	517.77	1035.54	95	1
cryaa	6	12	0	1	175.23000000000002	350.46000000000004	95	1
cryba1a	2	2	2	0	195.03	390.06	95	1
cryba1l1	0	10	0	1	206.91	413.82	95	1
cryba1l2	5	5	1	2	206.91	413.82	95	1
crybb1	1	3	5	5	229.68	459.36	95	1
crybb1l1	9	2	5	0	251.79000000000002	503.58000000000004	95	1
crybb1l2	6	11	2	2	321.09000000000003	642.1800000000001	95	1
crybb1l3	6	11	3	1	207.9	415.8	95	1
crybb2	6	11	2	2	205.92000000000002	411.84000000000003	95	1
crybg1a	259	181	76	26	2928.42	5856.84	95	1
crybgx	1	7	0	0	205.92000000000002	411.84000000000003	95	1
crygmx	9	17	2	3	174.24	348.48	95	1
crygmxl2	7	13	2	1	174.24	348.48	95	1
crygn2	3	8	1	0	182.16	364.32	95	1
crygs2	3	5	2	2	238.59	477.18	95	1
cryl1	10	10	2	3	319.77000000000004	639.5400000000001	95	1
crym	9	8	1	3	315.81	631.62	95	1
cryz	14	19	1	7	336.6	673.2	95	1
cryzl1	10	19	2	3	349.47	698.94	95	1
cs	5	39	1	3	465.3	930.6	95	1
csad	14	31	4	2	502.92	1005.84	95	1
csdc2a	1	12	0	2	155.43	310.86	95	1
csdc2b	1	10	0	1	154.44	308.88	95	1
csde1	15	66	5	9	927.63	1855.26	95	1
cse1l	9	78	6	9	962.2800000000001	1924.5600000000002	95	1
csf1b	13	18	3	1	268.29	536.58	95	1
csf1ra	42	75	7	11	964.26	1928.52	95	1
csf1rb	61	63	13	10	1010.13	2020.26	95	1
csf2rb	44	41	18	11	689.0400000000001	1378.0800000000002	95	1
csf3r	56	47	13	13	824.6700000000001	1649.3400000000001	95	1
csgalnact1a	27	44	9	9	568.26	1136.52	95	1
csgalnact2	20	47	3	9	534.6	1069.2	95	1
cskmt	22	31	2	6	253.44	506.88	95	1
csmd2	49	305	26	46	3558.06	7116.12	95	1
csmd3b	31	287	14	32	3606.57	7213.14	95	1
csnk1a1	3	15	1	0	384.45000000000005	768.9000000000001	95	1
csnk1da	1	20	0	0	400.95000000000005	801.9000000000001	95	1
csnk1db	10	46	1	3	429.33000000000004	858.6600000000001	95	1
csnk1e	0	13	1	3	419.76000000000005	839.5200000000001	95	1
csnk1g1	4	36	0	0	466.29	932.58	95	1
csnk1g2b	6	31	0	5	445.5	891	95	1
csnk2a2b	5	24	3	2	345.51	691.02	95	1
csnk2b	0	5	0	1	213.84	427.68	95	1
cspg4	200	247	49	42	2309.67	4619.34	95	1
cspg4b	137	213	24	33	2387.88	4775.76	95	1
cspg5a	12	16	19	8	583.77	1167.54	95	1
cspg5b	32	28	7	6	699.9300000000001	1399.8600000000001	95	1
csrnp1b	11	47	5	9	611.82	1223.64	95	1
csrnp2	15	36	7	7	581.13	1162.26	95	1
csrnp3	12	36	11	7	581.13	1162.26	95	1
csrp1a	7	24	1	1	193.05	386.1	95	1
csrp1b	5	6	1	3	205.92000000000002	411.84000000000003	95	1
csrp2	1	12	3	2	224.73000000000002	449.46000000000004	95	1
csrp3	1	7	0	0	189.09	378.18	95	1
cstf1	3	41	2	1	441.21000000000004	882.4200000000001	95	1
cstf2	2	43	7	7	514.8000000000001	1029.6000000000001	95	1
cstf3	3	46	0	0	709.83	1419.66	95	1
ctbp1	0	26	6	3	443.85	887.7	95	1
ctbp2a	22	76	11	19	1212.75	2425.5	95	1
ctbs	16	19	5	1	363.33000000000004	726.6600000000001	95	1
ctc1	50	61	27	19	1207.8	2415.6	95	1
ctdp1	30	56	16	4	992.97	1985.94	95	1
ctdsp2	4	12	0	0	261.36	522.72	95	1
ctdspl2a	28	34	4	2	470.25	940.5	95	1
ctdspl2b	12	34	0	0	471.24	942.48	95	1
ctdspl3	10	18	7	4	379.17	758.34	95	1
ctdspla	0	9	2	4	277.2	554.4	95	1
ctdsplb	2	22	1	3	273.24	546.48	95	1
cth1	21	42	1	3	310.86	621.72	95	1
cthrc1b	5	17	0	5	258.39	516.78	95	1
ctif	16	33	9	7	714.7800000000001	1429.5600000000002	95	1
ctnna1	2	60	2	8	898.9200000000001	1797.8400000000001	95	1
ctnna2	4	73	3	15	896.94	1793.88	95	1
ctnnal1	22	69	5	13	748.44	1496.88	95	1
ctnnbip1	0	1	0	1	81.18	162.36	95	1
ctnnbl1	5	35	6	5	565.2900000000001	1130.5800000000002	95	1
ctnnd1	10	71	8	7	948.09	1896.18	95	1
ctnnd2a	7	79	14	12	1254.3300000000002	2508.6600000000003	95	1
ctns	11	23	4	4	379.17	758.34	95	1
ctps1a	7	56	12	9	586.08	1172.16	95	1
ctr9	11	107	0	0	1144.44	2288.88	95	1
cts12	16	8	2	1	347.49	694.98	95	1
ctsa	18	24	5	3	469.26000000000005	938.5200000000001	95	1
ctsba	5	3	0	0	327.69	655.38	95	1
ctsc	17	24	7	8	452.43	904.86	95	1
ctsd	13	29	0	0	393.03000000000003	786.0600000000001	95	1
ctsf	8	36	2	5	470.25	940.5	95	1
ctsh	20	21	0	0	329.67	659.34	95	1
ctsk	8	12	5	5	329.67	659.34	95	1
ctsl.1	7	16	6	4	331.65000000000003	663.3000000000001	95	1
ctsla	13	16	6	6	334.62	669.24	95	1
ctss1	28	32	3	6	327.69	655.38	95	1
ctss2.1	16	21	5	1	334.62	669.24	95	1
ctsz	20	18	39	26	299.97	599.94	95	1
cttnbp2	72	70	46	19	1568.8200000000002	3137.6400000000003	95	1
ctu2	25	31	7	3	575.52	1151.04	95	1
ctxn2	2	5	0	0	81.18	162.36	95	1
cubn	144	249	39	28	3598.65	7197.3	95	1
cuedc1b	14	29	5	6	432.63	865.26	95	1
cuedc2	4	24	1	4	279.18	558.36	95	1
cul2	3	56	1	8	738.5400000000001	1477.0800000000002	95	1
cul3b	0	51	2	7	760.32	1520.64	95	1
cul4a	2	59	0	0	750.4200000000001	1500.8400000000001	95	1
cul4b	14	50	6	7	855.36	1710.72	95	1
cul5b	4	37	1	9	788.0400000000001	1576.0800000000002	95	1
cunh10orf88	15	10	7	4	416.79	833.58	95	1
cunh10orf90	104	54	19	7	837.5400000000001	1675.0800000000002	95	1
cunh11orf49	8	15	2	2	334.95	669.9	95	1
cunh11orf54	12	26	4	2	316.8	633.6	95	1
cunh11orf58	1	8	2	1	171.27	342.54	95	1
cunh11orf65	22	21	2	1	289.74	579.48	95	1
cunh11orf68	7	25	2	2	245.52	491.04	95	1
cunh11orf96	4	6	7	1	125.73	251.46	95	1
cunh11orf98	0	7	1	0	122.76	245.52	95	1
cunh12orf29	21	24	7	4	321.75	643.5	95	1
cunh12orf4	25	37	3	6	611.82	1223.64	95	1
cunh12orf43	9	6	6	2	261.36	522.72	95	1
cunh12orf45	7	8	3	1	150.48000000000002	300.96000000000004	95	1
cunh12orf56	38	24	5	5	613.8000000000001	1227.6000000000001	95	1
cunh12orf65	10	13	4	1	208.89000000000001	417.78000000000003	95	1
cunh12orf66	15	3	2	2	459.36	918.72	95	1
cunh14orf119	6	15	2	1	202.95000000000002	405.90000000000003	95	1
cunh14orf180	2	11	3	4	358.38	716.76	95	1
cunh14orf28	13	21	3	0	336.6	673.2	95	1
cunh15orf39	132	90	15	13	1092.3	2184.6	95	1
cunh15orf40	8	9	6	2	180.18	360.36	95	1
cunh15orf48	5	4	0	0	85.14	170.28	95	1
cunh15orf61	3	5	4	2	155.43	310.86	95	1
cunh16orf70	12	37	4	3	423.72	847.44	95	1
cunh16orf72	3	15	2	4	283.14	566.28	95	1
cunh16orf87	0	6	2	3	153.45000000000002	306.90000000000003	95	1
cunh16orf89	15	17	4	3	345.51	691.02	95	1
cunh16orf91	13	12	1	2	135.63	271.26	95	1
cunh17orf49	6	11	0	2	200.97	401.94	95	1
cunh17orf67	7	2	2	0	138.6	277.2	95	1
cunh17orf75	9	24	5	7	389.07	778.14	95	1
cunh18orf21	10	3	7	5	258.06	516.12	95	1
cunh18orf25	18	44	8	9	575.85	1151.7	95	1
cunh18orf54	38	33	9	4	554.4	1108.8	95	1
cunh19orf25	5	6	3	0	106.92	213.84	95	1
cunh19orf44	22	14	8	6	628.65	1257.3	95	1
cunh19orf47	10	20	3	3	399.96000000000004	799.9200000000001	95	1
cunh19orf53	0	5	0	3	98.01	196.02	95	1
cunh19orf54	19	16	7	6	298.98	597.96	95	1
cunh19orf67	6	6	16	5	335.61	671.22	95	1
cunh1orf112	30	69	15	14	911.7900000000001	1823.5800000000002	95	1
cunh1orf115	6	3	6	3	138.6	277.2	95	1
cunh1orf127	32	21	5	4	332.64000000000004	665.2800000000001	95	1
cunh1orf131	12	9	2	4	259.38	518.76	95	1
cunh1orf158	9	5	9	6	261.36	522.72	95	1
cunh1orf159	8	9	1	1	198.99	397.98	95	1
cunh1orf174	12	10	6	3	191.07000000000002	382.14000000000004	95	1
cunh1orf194	13	14	3	2	133.65	267.3	95	1
cunh1orf198	4	16	2	5	350.46000000000004	700.9200000000001	95	1
cunh1orf210	3	8	1	3	144.54000000000002	289.08000000000004	95	1
cunh1orf35	12	17	6	5	308.88	617.76	95	1
cunh1orf43	10	14	1	1	249.48000000000002	498.96000000000004	95	1
